Type,Name,OID,Code System,Code System OID,Status,Condition Name,Condition Code,Condition Code System
Lab Order Test Name,Anthrax (Tests for Bacillis cereus by Culture and Identification Method),2.16.840.1.113762.1.4.1146.1196,LOINC,2.16.840.1.113883.6.1,Published,Anthrax (disorder),409498004,SNOMEDCT
Lab Order Test Name,Anthrax (Tests for Bacillis anthracis Antibody),2.16.840.1.113762.1.4.1146.481,LOINC,2.16.840.1.113883.6.1,Published,Anthrax (disorder),409498004,SNOMEDCT
Lab Order Test Name,Anthrax (Tests for Bacillis anthracis Antigen),2.16.840.1.113762.1.4.1146.480,LOINC,2.16.840.1.113883.6.1,Published,Anthrax (disorder),409498004,SNOMEDCT
Lab Order Test Name,Anthrax (Tests for Bacillis anthracis by Culture and Identification Method),2.16.840.1.113762.1.4.1146.478,LOINC,2.16.840.1.113883.6.1,Published,Anthrax (disorder),409498004,SNOMEDCT
Lab Order Test Name,Anthrax (Tests for Bacillis anthracis Nucleic Acid),2.16.840.1.113762.1.4.1146.479,LOINC,2.16.840.1.113883.6.1,Published,Anthrax (disorder),409498004,SNOMEDCT
Lab Order Test Name,Brucellosis (Tests for Brucella species by Culture and Identification Method),2.16.840.1.113762.1.4.1146.513,LOINC,2.16.840.1.113883.6.1,Published,Brucellosis (disorder),75702008,SNOMEDCT
Lab Order Test Name,Brucellosis (Test Panels for Brucella species Antibody [Quantitative]),2.16.840.1.113762.1.4.1146.920,LOINC,2.16.840.1.113883.6.1,Published,Brucellosis (disorder),75702008,SNOMEDCT
Lab Order Test Name,Brucellosis (Tests for Brucella species Antibody [Quantitative]),2.16.840.1.113762.1.4.1146.515,LOINC,2.16.840.1.113883.6.1,Published,Brucellosis (disorder),75702008,SNOMEDCT
Lab Order Test Name,Brucellosis (Tests for Brucella species Nucleic Acid),2.16.840.1.113762.1.4.1146.512,LOINC,2.16.840.1.113883.6.1,Published,Brucellosis (disorder),75702008,SNOMEDCT
Lab Order Test Name,Cholera (Tests for Vibrio cholerae O1 or O139 Toxin Nucleic Acid),2.16.840.1.113762.1.4.1146.367,LOINC,2.16.840.1.113883.6.1,Published,Cholera (disorder),63650001,SNOMEDCT
Lab Order Test Name,Cholera (Tests for Vibrio cholerae O1 or O139 by Culture and Identification Method),2.16.840.1.113762.1.4.1146.25,LOINC,2.16.840.1.113883.6.1,Published,Cholera (disorder),63650001,SNOMEDCT
Lab Order Test Name,Rubella (Test Panels for rubella virus IgM IgG Antibody),2.16.840.1.113762.1.4.1146.782,LOINC,2.16.840.1.113883.6.1,Published,Congenital rubella syndrome (disorder),1857005,SNOMEDCT
Lab Order Test Name,Rubella (Test Panels for rubella virus Nucleic Acid),2.16.840.1.113762.1.4.1146.817,LOINC,2.16.840.1.113883.6.1,Published,Congenital rubella syndrome (disorder),1857005,SNOMEDCT
Lab Order Test Name,Rubella (Tests for rubella virus by Culture and Identification Method),2.16.840.1.113762.1.4.1146.313,LOINC,2.16.840.1.113883.6.1,Published,Congenital rubella syndrome (disorder),1857005,SNOMEDCT
Lab Order Test Name,Rubella (Tests for rubella virus IgM Antibody),2.16.840.1.113762.1.4.1146.316,LOINC,2.16.840.1.113883.6.1,Published,Congenital rubella syndrome (disorder),1857005,SNOMEDCT
Lab Order Test Name,Rubella (Tests for rubella virus Nucleic Acid),2.16.840.1.113762.1.4.1146.314,LOINC,2.16.840.1.113883.6.1,Published,Congenital rubella syndrome (disorder),1857005,SNOMEDCT
Lab Order Test Name,Dengue Virus Infection (Tests for dengue virus IgM Antibody),2.16.840.1.113762.1.4.1146.525,LOINC,2.16.840.1.113883.6.1,Published,Dengue (disorder),38362002,SNOMEDCT
Lab Order Test Name,Dengue Virus Infection (Tests for dengue virus Antigen),2.16.840.1.113762.1.4.1146.523,LOINC,2.16.840.1.113883.6.1,Published,Dengue (disorder),38362002,SNOMEDCT
Lab Order Test Name,Dengue Virus Infection (Tests for dengue virus IgG or Total Antibody [Qualitative]),2.16.840.1.113762.1.4.1146.527,LOINC,2.16.840.1.113883.6.1,Published,Dengue (disorder),38362002,SNOMEDCT
Lab Order Test Name,Dengue Virus Infection (Tests for dengue virus IgG or Total Antibody [Quantitative]),2.16.840.1.113762.1.4.1146.524,LOINC,2.16.840.1.113883.6.1,Published,Dengue (disorder),38362002,SNOMEDCT
Lab Order Test Name,Dengue Virus Infection (Test Panels for dengue virus Nucleic Acid),2.16.840.1.113762.1.4.1146.522,LOINC,2.16.840.1.113883.6.1,Published,Dengue (disorder),38362002,SNOMEDCT
Lab Order Test Name,Dengue Virus Infection (Test Panels for dengue virus IgM IgG Antibody),2.16.840.1.113762.1.4.1146.897,LOINC,2.16.840.1.113883.6.1,Published,Dengue (disorder),38362002,SNOMEDCT
Lab Order Test Name,Dengue Virus Infection (Tests for dengue virus Nucleic Acid),2.16.840.1.113762.1.4.1146.519,LOINC,2.16.840.1.113883.6.1,Published,Dengue (disorder),38362002,SNOMEDCT
Lab Order Test Name,Hantavirus Infection (Test Panels for Hantavirus IgM IgG Total Antibody),2.16.840.1.113762.1.4.1146.2166,LOINC,2.16.840.1.113883.6.1,Published,Disease caused by Hantavirus (disorder),359761005,SNOMEDCT
Lab Order Test Name,Hantavirus Infection (Tests for Hantavirus Nucleic Acid),2.16.840.1.113762.1.4.1146.597,LOINC,2.16.840.1.113883.6.1,Published,Disease caused by Hantavirus (disorder),359761005,SNOMEDCT
Lab Order Test Name,Hantavirus Infection (Tests for Hantavirus IgM IgG Total Antibody),2.16.840.1.113762.1.4.1146.889,LOINC,2.16.840.1.113883.6.1,Published,Disease caused by Hantavirus (disorder),359761005,SNOMEDCT
Lab Order Test Name,Hantavirus Infection (Tests for Hantavirus Antigen),2.16.840.1.113762.1.4.1146.883,LOINC,2.16.840.1.113883.6.1,Published,Disease caused by Hantavirus (disorder),359761005,SNOMEDCT
Lab Order Test Name,Botulism (Tests for Clostridium botulinum Toxin),2.16.840.1.113762.1.4.1146.981,LOINC,2.16.840.1.113883.6.1,Published,Infantile botulism (disorder) ,414488002,SNOMEDCT
Lab Order Test Name,Botulism (Test Panels for Clostridium botulinum Toxin Nucleic Acid),2.16.840.1.113762.1.4.1146.982,LOINC,2.16.840.1.113883.6.1,Published,Infantile botulism (disorder) ,414488002,SNOMEDCT
Lab Order Test Name,Botulism (Tests for Clostridium botulinum by Culture and Identification Method),2.16.840.1.113762.1.4.1146.697,LOINC,2.16.840.1.113883.6.1,Published,Infantile botulism (disorder) ,414488002,SNOMEDCT
Lab Order Test Name,Botulism (Tests for Clostridium botulinum Toxin),2.16.840.1.113762.1.4.1146.981,LOINC,2.16.840.1.113883.6.1,Published,Infection caused by Clostridium botulinum (disorder),398565003,SNOMEDCT
Lab Order Test Name,Botulism (Test Panels for Clostridium botulinum Toxin Nucleic Acid),2.16.840.1.113762.1.4.1146.982,LOINC,2.16.840.1.113883.6.1,Published,Infection caused by Clostridium botulinum (disorder),398565003,SNOMEDCT
Lab Order Test Name,Botulism (Tests for Clostridium botulinum by Culture and Identification Method),2.16.840.1.113762.1.4.1146.697,LOINC,2.16.840.1.113883.6.1,Published,Infection caused by Clostridium botulinum (disorder),398565003,SNOMEDCT
Lab Order Test Name,Diphtheria (Tests for Corynebacterium diphtheriae by Culture and Identification Method),2.16.840.1.113762.1.4.1146.10,LOINC,2.16.840.1.113883.6.1,Published,Infection caused by Corynebacterium diphtheriae (disorder),276197005,SNOMEDCT
Lab Order Test Name,Influenza (Test Panels for Novel influenza A virus Nucleic Acid),2.16.840.1.113762.1.4.1146.2149,LOINC,2.16.840.1.113883.6.1,Published,Infection caused by novel Influenza A virus variant (disorder),541131000124102,SNOMEDCT
Lab Order Test Name,Influenza (Tests for Novel influenza A virus Nucleic Acid),2.16.840.1.113762.1.4.1146.802,LOINC,2.16.840.1.113883.6.1,Published,Infection caused by novel Influenza A virus variant (disorder),541131000124102,SNOMEDCT
Lab Order Test Name,Influenza (Tests for Novel influenza A virus by Culture and Identification Method),2.16.840.1.113762.1.4.1146.801,LOINC,2.16.840.1.113883.6.1,Published,Infection caused by novel Influenza A virus variant (disorder),541131000124102,SNOMEDCT
Lab Order Test Name,Measles (Test Panels for measles virus Nucleic Acid),2.16.840.1.113762.1.4.1146.759,LOINC,2.16.840.1.113883.6.1,Published,Measles (disorder),14189004,SNOMEDCT
Lab Order Test Name,Measles (Tests for measles virus by Culture and Identification Method),2.16.840.1.113762.1.4.1146.296,LOINC,2.16.840.1.113883.6.1,Published,Measles (disorder),14189004,SNOMEDCT
Lab Order Test Name,Measles (Test Panels for measles virus IgM Antibody),2.16.840.1.113762.1.4.1146.369,LOINC,2.16.840.1.113883.6.1,Published,Measles (disorder),14189004,SNOMEDCT
Lab Order Test Name,Measles (Tests for measles virus IgG Antibody [Ratio] in Serum),2.16.840.1.113762.1.4.1146.818,LOINC,2.16.840.1.113883.6.1,Published,Measles (disorder),14189004,SNOMEDCT
Lab Order Test Name,Measles (Tests for measles virus Antigen),2.16.840.1.113762.1.4.1146.298,LOINC,2.16.840.1.113883.6.1,Published,Measles (disorder),14189004,SNOMEDCT
Lab Order Test Name,Measles (Tests for measles virus IgM Antibody),2.16.840.1.113762.1.4.1146.299,LOINC,2.16.840.1.113883.6.1,Published,Measles (disorder),14189004,SNOMEDCT
Lab Order Test Name,Measles (Tests for measles virus Nucleic Acid),2.16.840.1.113762.1.4.1146.297,LOINC,2.16.840.1.113883.6.1,Published,Measles (disorder),14189004,SNOMEDCT
Lab Order Test Name,Melioidosis (Tests for Burkholderia pseudomallei Nucleic Acid),2.16.840.1.113762.1.4.1146.1290,LOINC,2.16.840.1.113883.6.1,Published,Melioidosis (disorder),428111003,SNOMEDCT
Lab Order Test Name,Melioidosis (Tests for Burkholderia pseudomallei by Culture and Identification Method),2.16.840.1.113762.1.4.1146.1289,LOINC,2.16.840.1.113883.6.1,Published,Melioidosis (disorder),428111003,SNOMEDCT
Lab Order Test Name,Meningococcal Disease (Tests for Neisseria meningitidis by Culture and Identification Method),2.16.840.1.113762.1.4.1146.303,LOINC,2.16.840.1.113883.6.1,Published,Meningococcal infectious disease (disorder),23511006,SNOMEDCT
Lab Order Test Name,Meningococcal Disease (Tests for Neisseria meningitidis Nucleic Acid),2.16.840.1.113762.1.4.1146.302,LOINC,2.16.840.1.113883.6.1,Published,Meningococcal infectious disease (disorder),23511006,SNOMEDCT
Lab Order Test Name,Meningococcal Disease (Tests for Neisseria meningitidis Antigen by Latex Agglutination),2.16.840.1.113762.1.4.1146.1365,LOINC,2.16.840.1.113883.6.1,Published,Meningococcal infectious disease (disorder),23511006,SNOMEDCT
Lab Order Test Name,Meningococcal Disease (Tests for Neisseria meningitidis Antigen in Tissue by Immunohistochemistry),2.16.840.1.113762.1.4.1146.324,LOINC,2.16.840.1.113883.6.1,Published,Meningococcal infectious disease (disorder),23511006,SNOMEDCT
Lab Order Test Name,Meningococcal Disease (Tests for Neisseria meningitidis Antigen by Immunohistochemistry),2.16.840.1.113762.1.4.1146.1088,LOINC,2.16.840.1.113883.6.1,Published,Meningococcal infectious disease (disorder),23511006,SNOMEDCT
Lab Order Test Name,Meningococcal Disease (Tests for Neisseria meningitidis Nucleic Acid in Specimen from Normally Sterile Site),2.16.840.1.113762.1.4.1146.786,LOINC,2.16.840.1.113883.6.1,Published,Meningococcal infectious disease (disorder),23511006,SNOMEDCT
Lab Order Test Name,Meningococcal Disease (Tests for Neisseria meningitidis Antigen in CSF by Latex Agglutination),2.16.840.1.113762.1.4.1146.1087,LOINC,2.16.840.1.113883.6.1,Published,Meningococcal infectious disease (disorder),23511006,SNOMEDCT
Lab Order Test Name,Meningococcal Disease (Tests for Neisseria meningitidis in Specimen from Normally Sterile Site by Culture and Identification Method),2.16.840.1.113762.1.4.1146.787,LOINC,2.16.840.1.113883.6.1,Published,Meningococcal infectious disease (disorder),23511006,SNOMEDCT
Lab Order Test Name,Mpox (Tests for mpox virus by Genomic Sequencing),2.16.840.1.113762.1.4.1146.2012,LOINC,2.16.840.1.113883.6.1,Published,Monkeypox (disorder),359814004,SNOMEDCT
Lab Order Test Name,Mpox (Test Panels for mpox virus Nucleic Acid),2.16.840.1.113762.1.4.1146.2159,LOINC,2.16.840.1.113883.6.1,Published,Monkeypox (disorder),359814004,SNOMEDCT
Lab Order Test Name,Mpox (Test Panels for mpox virus by Genomic Sequencing),2.16.840.1.113762.1.4.1146.2013,LOINC,2.16.840.1.113883.6.1,Published,Monkeypox (disorder),359814004,SNOMEDCT
Lab Order Test Name,Orthopox (Test Panels for orthopoxvirus Nucleic Acid),2.16.840.1.113762.1.4.1146.2160,LOINC,2.16.840.1.113883.6.1,Published,Monkeypox (disorder),359814004,SNOMEDCT
Lab Order Test Name,Orthopox (Tests for Orthopox Virus Nucleic Acid),2.16.840.1.113762.1.4.1146.1906,LOINC,2.16.840.1.113883.6.1,Published,Monkeypox (disorder),359814004,SNOMEDCT
Lab Order Test Name,Mpox (Combination Tests that include mpox virus Nucleic Acid),2.16.840.1.113762.1.4.1146.2157,LOINC,2.16.840.1.113883.6.1,Published,Monkeypox (disorder),359814004,SNOMEDCT
Lab Order Test Name,Mpox (Tests for mpox virus Nucleic Acid),2.16.840.1.113762.1.4.1146.1921,LOINC,2.16.840.1.113883.6.1,Published,Monkeypox (disorder),359814004,SNOMEDCT
Lab Order Test Name,Orthopox (Combination Tests that include Orthopoxvirus Nucleic Acid),2.16.840.1.113762.1.4.1146.2158,LOINC,2.16.840.1.113883.6.1,Published,Monkeypox (disorder),359814004,SNOMEDCT
Lab Order Test Name,Mumps (Tests for mumps virus by Culture and Identification Method),2.16.840.1.113762.1.4.1146.266,LOINC,2.16.840.1.113883.6.1,Published,Mumps (disorder),36989005,SNOMEDCT
Lab Order Test Name,Mumps (Tests for mumps virus IgG Antibody),2.16.840.1.113762.1.4.1146.764,LOINC,2.16.840.1.113883.6.1,Published,Mumps (disorder),36989005,SNOMEDCT
Lab Order Test Name,Mumps (Test Panels for mumps virus IgM IgG Antibody),2.16.840.1.113762.1.4.1146.762,LOINC,2.16.840.1.113883.6.1,Published,Mumps (disorder),36989005,SNOMEDCT
Lab Order Test Name,Mumps (Tests for mumps virus IgM Antibody),2.16.840.1.113762.1.4.1146.268,LOINC,2.16.840.1.113883.6.1,Published,Mumps (disorder),36989005,SNOMEDCT
Lab Order Test Name,Mumps (Tests for mumps virus Nucleic Acid),2.16.840.1.113762.1.4.1146.262,LOINC,2.16.840.1.113883.6.1,Published,Mumps (disorder),36989005,SNOMEDCT
Lab Order Test Name,Mumps (Test Panels for mumps virus Nucleic Acid),2.16.840.1.113762.1.4.1146.761,LOINC,2.16.840.1.113883.6.1,Published,Mumps (disorder),36989005,SNOMEDCT
Lab Order Test Name,Opioid Overdose and Poisoning (Tests for Opioids [Quantitative]),2.16.840.1.113762.1.4.1146.1076,LOINC,2.16.840.1.113883.6.1,Published,Overdose of opiate (disorder),242253008,SNOMEDCT
Lab Order Test Name,Opioid Overdose and Poisoning (Tests for Opioids [Qualitative]),2.16.840.1.113762.1.4.1146.785,LOINC,2.16.840.1.113883.6.1,Published,Overdose of opiate (disorder),242253008,SNOMEDCT
Lab Order Test Name,Pertussis (Tests for Bordetella pertussis by Culture and Identification Method),2.16.840.1.113762.1.4.1146.220,LOINC,2.16.840.1.113883.6.1,Published,Pertussis (disorder),27836007,SNOMEDCT
Lab Order Test Name,Pertussis (Test Panels for Bordetella pertussis Antibody),2.16.840.1.113762.1.4.1146.1001,LOINC,2.16.840.1.113883.6.1,Published,Pertussis (disorder),27836007,SNOMEDCT
Lab Order Test Name,Pertussis (Tests for Bordetella pertussis Nucleic Acid),2.16.840.1.113762.1.4.1146.58,LOINC,2.16.840.1.113883.6.1,Published,Pertussis (disorder),27836007,SNOMEDCT
Lab Order Test Name,Pertussis (Tests for Bordetella pertussis Antigen),2.16.840.1.113762.1.4.1146.215,LOINC,2.16.840.1.113883.6.1,Published,Pertussis (disorder),27836007,SNOMEDCT
Lab Order Test Name,Pertussis (Test Panels for Bordetella pertussis and Bordetella parapertussis Nucleic Acid and Culture and Identification Method),2.16.840.1.113762.1.4.1146.645,LOINC,2.16.840.1.113883.6.1,Published,Pertussis (disorder),27836007,SNOMEDCT
Lab Order Test Name,Pertussis (Tests for Bordetella pertussis Antibody [Excluding Pertussis Toxin Antibody]),2.16.840.1.113762.1.4.1146.216,LOINC,2.16.840.1.113883.6.1,Published,Pertussis (disorder),27836007,SNOMEDCT
Lab Order Test Name,Pertussis (Test Panels for Bordetella pertussis Toxin Antibody),2.16.840.1.113762.1.4.1146.646,LOINC,2.16.840.1.113883.6.1,Published,Pertussis (disorder),27836007,SNOMEDCT
Lab Order Test Name,Pertussis (Tests for Bordetella pertussis Toxin Antibody),2.16.840.1.113762.1.4.1146.614,LOINC,2.16.840.1.113883.6.1,Published,Pertussis (disorder),27836007,SNOMEDCT
Lab Order Test Name,Pesticide Related Illness (Test Panels for Pesticides),2.16.840.1.113762.1.4.1146.821,LOINC,2.16.840.1.113883.6.1,Published,Pesticide poisoning (disorder),37131007,SNOMEDCT
Lab Order Test Name,Pesticide Related Illness (Tests for Pesticides),2.16.840.1.113762.1.4.1146.416,LOINC,2.16.840.1.113883.6.1,Published,Pesticide poisoning (disorder),37131007,SNOMEDCT
Lab Order Test Name,Pesticide Related Illness (Tests for Cholinesterase),2.16.840.1.113762.1.4.1146.1126,LOINC,2.16.840.1.113883.6.1,Published,Pesticide poisoning (disorder),37131007,SNOMEDCT
Lab Order Test Name,Pesticide Related Illness (Test Panels for Cholinesterase),2.16.840.1.113762.1.4.1146.1127,LOINC,2.16.840.1.113883.6.1,Published,Pesticide poisoning (disorder),37131007,SNOMEDCT
Lab Order Test Name,Plague (Tests for Yersinia pestis Nucleic Acid),2.16.840.1.113762.1.4.1146.569,LOINC,2.16.840.1.113883.6.1,Published,Plague (disorder),58750007,SNOMEDCT
Lab Order Test Name,Plague (Tests for Yersinia pestis Antigen),2.16.840.1.113762.1.4.1146.571,LOINC,2.16.840.1.113883.6.1,Published,Plague (disorder),58750007,SNOMEDCT
Lab Order Test Name,Plague (Tests for Yersinia pestis Antibody [Qualitative]),2.16.840.1.113762.1.4.1146.572,LOINC,2.16.840.1.113883.6.1,Published,Plague (disorder),58750007,SNOMEDCT
Lab Order Test Name,Plague (Tests for Yersinia pestis Antibody [Quantitative]),2.16.840.1.113762.1.4.1146.960,LOINC,2.16.840.1.113883.6.1,Published,Plague (disorder),58750007,SNOMEDCT
Lab Order Test Name,Plague (Tests for Yersinia pestis by Culture and Identification Method),2.16.840.1.113762.1.4.1146.570,LOINC,2.16.840.1.113883.6.1,Published,Plague (disorder),58750007,SNOMEDCT
Lab Order Test Name,Naegleria fowleri PAM (Tests for Naegleria fowleri Antigen),2.16.840.1.113762.1.4.1146.1539,LOINC,2.16.840.1.113883.6.1,Published,Primary amebic encephalitis caused by Naegleria fowleri (disorder)  ,428175000,SNOMEDCT
Lab Order Test Name,Naegleria fowleri PAM (Tests for Naegleria fowleri by Culture and Identification Method),2.16.840.1.113762.1.4.1146.1286,LOINC,2.16.840.1.113883.6.1,Published,Primary amebic encephalitis caused by Naegleria fowleri (disorder)  ,428175000,SNOMEDCT
Lab Order Test Name,Naegleria fowleri PAM (Tests for Naegleria fowleri Nucleic Acid),2.16.840.1.113762.1.4.1146.1285,LOINC,2.16.840.1.113883.6.1,Published,Primary amebic encephalitis caused by Naegleria fowleri (disorder)  ,428175000,SNOMEDCT
Lab Order Test Name,Naegleria fowleri PAM (Test Panels for Naegleria fowleri Nucleic Acid),2.16.840.1.113762.1.4.1146.2152,LOINC,2.16.840.1.113883.6.1,Published,Primary amebic encephalitis caused by Naegleria fowleri (disorder)  ,428175000,SNOMEDCT
Lab Order Test Name,Q Fever (Tests for Coxiella burnetii by Culture and Identification Method),2.16.840.1.113762.1.4.1146.501,LOINC,2.16.840.1.113883.6.1,Published,Q fever (disorder),186788009,SNOMEDCT
Lab Order Test Name,Q Fever (Tests for Coxiella burnetii Antigen),2.16.840.1.113762.1.4.1146.499,LOINC,2.16.840.1.113883.6.1,Published,Q fever (disorder),186788009,SNOMEDCT
Lab Order Test Name,Q Fever (Tests for Coxiella burnetii Nucleic Acid),2.16.840.1.113762.1.4.1146.500,LOINC,2.16.840.1.113883.6.1,Published,Q fever (disorder),186788009,SNOMEDCT
Lab Order Test Name,Rabies (Tests for rabies virus by Culture and Identification Method),2.16.840.1.113762.1.4.1146.946,LOINC,2.16.840.1.113883.6.1,Published,Rabies (disorder),14168008,SNOMEDCT
Lab Order Test Name,Rabies (Tests for rabies virus Nucleic Acid),2.16.840.1.113762.1.4.1146.874,LOINC,2.16.840.1.113883.6.1,Published,Rabies (disorder),14168008,SNOMEDCT
Lab Order Test Name,Rabies (Tests for rabies virus Antigen by Immunofluorescence),2.16.840.1.113762.1.4.1146.552,LOINC,2.16.840.1.113883.6.1,Published,Rabies (disorder),14168008,SNOMEDCT
Lab Order Test Name,Rubella (Tests for rubella virus IgG Antibody [Ratio] in Serum),2.16.840.1.113762.1.4.1146.816,LOINC,2.16.840.1.113883.6.1,Published,Rubella (disorder),36653000,SNOMEDCT
Lab Order Test Name,Rubella (Tests for rubella virus IgG Antibody [Quantitative] in Serum),2.16.840.1.113762.1.4.1146.820,LOINC,2.16.840.1.113883.6.1,Published,Rubella (disorder),36653000,SNOMEDCT
Lab Order Test Name,Rubella (Test Panels for rubella virus IgM IgG Antibody),2.16.840.1.113762.1.4.1146.782,LOINC,2.16.840.1.113883.6.1,Published,Rubella (disorder),36653000,SNOMEDCT
Lab Order Test Name,Rubella (Test Panels for rubella virus Nucleic Acid),2.16.840.1.113762.1.4.1146.817,LOINC,2.16.840.1.113883.6.1,Published,Rubella (disorder),36653000,SNOMEDCT
Lab Order Test Name,Rubella (Tests for rubella virus by Culture and Identification Method),2.16.840.1.113762.1.4.1146.313,LOINC,2.16.840.1.113883.6.1,Published,Rubella (disorder),36653000,SNOMEDCT
Lab Order Test Name,Rubella (Tests for rubella virus IgM Antibody),2.16.840.1.113762.1.4.1146.316,LOINC,2.16.840.1.113883.6.1,Published,Rubella (disorder),36653000,SNOMEDCT
Lab Order Test Name,Rubella (Tests for rubella virus Nucleic Acid),2.16.840.1.113762.1.4.1146.314,LOINC,2.16.840.1.113883.6.1,Published,Rubella (disorder),36653000,SNOMEDCT
Lab Order Test Name,SARS (Tests for SARS_CoV Nucleic Acid),2.16.840.1.113762.1.4.1146.847,LOINC,2.16.840.1.113883.6.1,Published,Severe acute respiratory syndrome (disorder),398447004,SNOMEDCT
Lab Order Test Name,SARS (Tests for SARS_CoV by Culture and Identification Method),2.16.840.1.113762.1.4.1146.846,LOINC,2.16.840.1.113883.6.1,Published,Severe acute respiratory syndrome (disorder),398447004,SNOMEDCT
Lab Order Test Name,Smallpox (Tests for variola virus Nucleic Acid),2.16.840.1.113762.1.4.1146.345,LOINC,2.16.840.1.113883.6.1,Published,Smallpox (disorder),67924001,SNOMEDCT
Lab Order Test Name,Tuberculosis (Test Panels for Mycobacterium tuberculosis by Culture and Identification Method),2.16.840.1.113762.1.4.1146.1795,LOINC,2.16.840.1.113883.6.1,Published,Tuberculosis (disorder),56717001,SNOMEDCT
Lab Order Test Name,Tuberculosis (Tests for Mycobacterium tuberculosis by Culture and Identification Method),2.16.840.1.113762.1.4.1146.840,LOINC,2.16.840.1.113883.6.1,Published,Tuberculosis (disorder),56717001,SNOMEDCT
Lab Order Test Name,Tuberculosis (Tests for Mycobacterium tuberculosis Nucleic Acid),2.16.840.1.113762.1.4.1146.600,LOINC,2.16.840.1.113883.6.1,Published,Tuberculosis (disorder),56717001,SNOMEDCT
Lab Order Test Name,Tuberculosis (Tests for Mycobacterium species by Culture and Identification Method),2.16.840.1.113762.1.4.1146.1002,LOINC,2.16.840.1.113883.6.1,Published,Tuberculosis (disorder),56717001,SNOMEDCT
Lab Order Test Name,Tularemia (Tests for Francisella tularensis Antibody),2.16.840.1.113762.1.4.1146.598,LOINC,2.16.840.1.113883.6.1,Published,Tularemia (disorder),19265001,SNOMEDCT
Lab Order Test Name,Tularemia (Tests for Francisella tularensis by Cell Wall Analysis),2.16.840.1.113762.1.4.1146.899,LOINC,2.16.840.1.113883.6.1,Published,Tularemia (disorder),19265001,SNOMEDCT
Lab Order Test Name,Tularemia (Tests for Francisella tularensis Nucleic Acid),2.16.840.1.113762.1.4.1146.595,LOINC,2.16.840.1.113883.6.1,Published,Tularemia (disorder),19265001,SNOMEDCT
Lab Order Test Name,Tularemia (Tests for Francisella tularensis by Culture and Identification Method),2.16.840.1.113762.1.4.1146.594,LOINC,2.16.840.1.113883.6.1,Published,Tularemia (disorder),19265001,SNOMEDCT
Lab Order Test Name,Tularemia (Test Panels for Francisella tularensis Antibody),2.16.840.1.113762.1.4.1146.1195,LOINC,2.16.840.1.113883.6.1,Published,Tularemia (disorder),19265001,SNOMEDCT
Lab Order Test Name,Tularemia (Tests for Francisella tularensis Antigen),2.16.840.1.113762.1.4.1146.596,LOINC,2.16.840.1.113883.6.1,Published,Tularemia (disorder),19265001,SNOMEDCT
Lab Order Test Name,Viral Hemorrhagic Fever (Test Panels for Viral Hemorrhagic Fever Virus Nucleic Acid),2.16.840.1.113762.1.4.1146.966,LOINC,2.16.840.1.113883.6.1,Published,Viral hemorrhagic fever (disorder),240523007,SNOMEDCT
Lab Order Test Name,Viral Hemorrhagic Fever (Tests for Viral Hemorrhagic Fever Virus Nucleic Acid),2.16.840.1.113762.1.4.1146.581,LOINC,2.16.840.1.113883.6.1,Published,Viral hemorrhagic fever (disorder),240523007,SNOMEDCT
Lab Order Test Name,Viral Hemorrhagic Fever (Tests for Viral Hemorrhagic Fever Virus Antigen),2.16.840.1.113762.1.4.1146.582,LOINC,2.16.840.1.113883.6.1,Published,Viral hemorrhagic fever (disorder),240523007,SNOMEDCT
Lab Order Test Name,Viral Hemorrhagic Fever (Tests for Viral Hemorrhagic Fever Virus IgM Antibody),2.16.840.1.113762.1.4.1146.585,LOINC,2.16.840.1.113883.6.1,Published,Viral hemorrhagic fever (disorder),240523007,SNOMEDCT
Lab Order Test Name,Viral Hemorrhagic Fever (Tests for Viral Hemorrhagic Fever Virus Antibody),2.16.840.1.113762.1.4.1146.1151,LOINC,2.16.840.1.113883.6.1,Published,Viral hemorrhagic fever (disorder),240523007,SNOMEDCT
Lab Order Test Name,Viral Hemorrhagic Fever (Tests for Viral Hemorrhagic Fever Virus IgG Antibody),2.16.840.1.113762.1.4.1146.584,LOINC,2.16.840.1.113883.6.1,Published,Viral hemorrhagic fever (disorder),240523007,SNOMEDCT
Lab Order Test Name,Yellow Fever (Tests for yellow fever virus Nucleic Acid),2.16.840.1.113762.1.4.1146.555,LOINC,2.16.840.1.113883.6.1,Published,Yellow fever (disorder),16541001,SNOMEDCT
Lab Order Test Name,Zika Virus Disease (Test Panels for Zika virus Nucleic Acid),2.16.840.1.113762.1.4.1146.613,LOINC,2.16.840.1.113883.6.1,Published,Zika virus disease (disorder),3928002,SNOMEDCT
Lab Order Test Name,Zika Virus Disease (Tests for Zika virus Nucleic Acid),2.16.840.1.113762.1.4.1146.588,LOINC,2.16.840.1.113883.6.1,Published,Zika virus disease (disorder),3928002,SNOMEDCT
Lab Order Test Name,Zika Virus Disease (Test Panels for Zika virus IgM Antibody),2.16.840.1.113762.1.4.1146.1111,LOINC,2.16.840.1.113883.6.1,Published,Zika virus disease (disorder),3928002,SNOMEDCT
Lab Order Test Name,Zika Virus Disease (Tests for Zika virus IgM Antibody),2.16.840.1.113762.1.4.1146.589,LOINC,2.16.840.1.113883.6.1,Published,Zika virus disease (disorder),3928002,SNOMEDCT
